dialog_key,annot_relevant_mean,score_PMI_Pair,score_MINE_Pair,score_InfoNCE_Pair,score_PMI_Prompt,score_MINE_Prompt,score_InfoNCE_Prompt,score_KDE_Pair,score_KDE_Prompt
human|zh/KdConv/KdConv-turn_eval.json,5.0,16.404074,19.189945,1.5992106,3.5949755,5.759167,8.262059,4.3144045,1.4786925
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.534595,19.938377,5.5045567,5.640109,17.891888,5.6110997,1.786872,0.4185618
human|zh/KdConv/KdConv-turn_eval.json,5.0,12.874484,18.3666,2.4798899,7.1475363,18.937511,6.3599806,1.6808985,1.6585419
human|zh/KdConv/KdConv-turn_eval.json,5.0,9.35385,15.655914,-1.7486186,5.884461,17.867645,1.1733631,-1.7757716,1.3367091
human|zh/KdConv/KdConv-turn_eval.json,5.0,7.4717164,9.189547,0.5936617,2.742464,-2.4207397,2.4192894,-0.678617,-0.34568718
human|zh/KdConv/KdConv-turn_eval.json,5.0,11.886684,18.339874,1.2590272,2.95617,13.067724,5.0755763,1.1590043,-0.05010079
human|zh/KdConv/KdConv-turn_eval.json,4.0,16.910593,19.79522,3.9445844,4.363732,14.384494,5.219061,0.68239933,-0.096793115
human|zh/KdConv/KdConv-turn_eval.json,5.0,15.651382,19.348764,5.204883,5.3421764,18.212364,4.8893514,0.16888799,-0.26412204
human|zh/KdConv/KdConv-turn_eval.json,3.333333333333333,19.439854,19.990795,8.475521,4.341331,13.055849,0.780819,1.5913368,-0.2459556
human|zh/KdConv/KdConv-turn_eval.json,5.0,5.623779,-1.3001893,-9.17884,10.37739,19.956884,13.290062,0.24056683,2.326655
human|zh/KdConv/KdConv-turn_eval.json,5.0,10.224707,17.083889,1.1616248,5.3531003,18.640942,6.21182,0.54950464,0.5789139
human|zh/KdConv/KdConv-turn_eval.json,5.0,15.660896,19.546066,-2.5920537,8.358194,19.573164,8.925634,0.8844777,1.9894084
