dialog_key,annot_relevant_mean,score_PMI_Pair,score_MINE_Pair,score_InfoNCE_Pair,score_PMI_Prompt,score_MINE_Prompt,score_InfoNCE_Prompt,score_KDE_Pair,score_KDE_Prompt
human|zh/KdConv/KdConv-turn_eval.json,5.0,11.377523,12.284948,-4.6531186,4.946409,3.8447824,3.4991393,8.260991,3.3713262
human|zh/KdConv/KdConv-turn_eval.json,4.0,15.4823065,17.474018,0.85161245,6.0066247,11.403341,-0.9942602,5.8276367,3.7900267
human|zh/KdConv/KdConv-turn_eval.json,5.0,4.8094006,-4.294086,-0.2623155,5.4997725,15.995571,4.0359335,1.4818659,0.509329
human|zh/KdConv/KdConv-turn_eval.json,4.333333333333333,8.59728,5.727203,-2.8005145,4.8111043,3.7837818,-0.9129553,1.1851927,3.9854064
human|zh/KdConv/KdConv-turn_eval.json,5.0,0.9111135,-9.737533,-2.524452,6.6548805,17.470701,1.5587626,-0.27365074,1.0662417
human|zh/KdConv/KdConv-turn_eval.json,3.333333333333333,9.78396,9.516595,0.77713126,5.1151905,8.583116,-2.4949818,2.253125,5.4124436
human|zh/KdConv/KdConv-turn_eval.json,5.0,9.90909,8.146216,3.6242542,8.779307,19.496572,3.7648125,-0.21436855,6.9525704
human|zh/KdConv/KdConv-turn_eval.json,5.0,14.386356,17.097223,4.747535,12.700514,19.991663,8.032719,1.9330319,5.530744
human|zh/KdConv/KdConv-turn_eval.json,3.333333333333333,15.939431,18.126944,4.2366242,8.281789,19.305862,3.857563,2.1817327,4.4081535
human|zh/KdConv/KdConv-turn_eval.json,5.0,10.338525,11.303045,0.9385657,6.2827005,17.067383,-0.25205326,-0.007869908,1.787759
human|zh/KdConv/KdConv-turn_eval.json,5.0,16.094078,18.235394,1.5985733,9.538684,19.75869,1.2887095,3.64037,4.732766
human|zh/KdConv/KdConv-turn_eval.json,4.0,17.151028,18.996107,4.9285045,10.057594,19.788687,5.2351613,5.861538,1.2584593
human|zh/KdConv/KdConv-turn_eval.json,4.666666666666667,13.232307,14.958307,-1.9073639,8.668015,19.595373,3.56372,1.3589605,3.6288137
human|zh/KdConv/KdConv-turn_eval.json,5.0,4.678137,-3.3620098,-10.07566,5.302574,7.857848,0.4515262,6.3675117,1.7596688
human|zh/KdConv/KdConv-turn_eval.json,5.0,6.2277317,-0.44975847,-1.1990149,10.573379,19.916447,6.0848675,3.2172525,1.6100501
human|zh/KdConv/KdConv-turn_eval.json,5.0,11.87127,12.390962,3.918587,12.919447,19.996925,7.663003,1.4440885,9.359924
human|zh/KdConv/KdConv-turn_eval.json,5.0,15.128303,17.033377,-0.62462276,4.319574,11.82155,1.0100859,3.8081794,3.4470985
human|zh/KdConv/KdConv-turn_eval.json,5.0,3.5282106,-5.625077,1.795232,8.272255,19.373228,4.3536553,0.9370873,0.79807246
human|zh/KdConv/KdConv-turn_eval.json,5.0,7.3574247,4.8342385,1.5135413,13.618042,19.998323,9.303538,3.5985136,10.503703
human|zh/KdConv/KdConv-turn_eval.json,5.0,10.344608,9.531752,-1.9122301,11.524967,19.962824,6.5844846,6.36834,6.350673
human|zh/KdConv/KdConv-turn_eval.json,5.0,14.511413,16.637035,-0.5221613,13.309645,19.99697,9.342405,4.564595,11.840771
human|zh/KdConv/KdConv-turn_eval.json,5.0,16.756104,18.704477,2.787975,12.43237,19.994009,8.472506,4.034892,7.777516
human|zh/KdConv/KdConv-turn_eval.json,5.0,10.786488,12.051502,-0.9702238,7.903304,18.51926,7.826687,5.8924775,5.1149955
human|zh/KdConv/KdConv-turn_eval.json,5.0,7.599288,3.3081388,-3.1867728,4.498228,3.38472,4.7741165,3.3160868,3.7792573
human|zh/KdConv/KdConv-turn_eval.json,5.0,14.507261,17.303963,4.380004,8.651431,19.24471,8.044536,3.7045853,5.0253634
human|zh/KdConv/KdConv-turn_eval.json,5.0,5.635765,0.8546573,-5.7627563,5.357792,3.3325567,5.9801064,5.241823,2.7340875
human|zh/KdConv/KdConv-turn_eval.json,5.0,6.177038,-2.1501436,-10.484428,2.1213593,-17.984457,-0.90873605,4.795884,-1.1285579
human|zh/KdConv/KdConv-turn_eval.json,5.0,15.606732,17.967611,1.4902323,6.6840844,18.180552,4.175277,4.1921086,1.1136706
human|zh/KdConv/KdConv-turn_eval.json,5.0,14.840856,17.063173,0.33111203,11.578386,19.952085,7.3786373,5.383094,3.5856953
human|zh/KdConv/KdConv-turn_eval.json,5.0,16.146631,18.165829,8.814938,12.112951,19.982092,5.442348,1.4676044,9.571184
human|zh/KdConv/KdConv-turn_eval.json,5.0,12.652293,13.536181,3.2535567,11.995113,19.97677,7.416917,0.8204263,7.9505405
human|zh/KdConv/KdConv-turn_eval.json,5.0,10.948248,12.423218,1.1769347,12.200204,19.989702,8.362437,-1.2736205,5.6343327
human|zh/KdConv/KdConv-turn_eval.json,5.0,10.557164,9.879164,-2.4722543,11.568332,19.964947,5.793954,5.2677717,9.745871
human|zh/KdConv/KdConv-turn_eval.json,5.0,3.2435598,-3.9431682,-2.4482472,6.0490637,16.874279,3.6785362,0.65393084,3.1756344
human|zh/KdConv/KdConv-turn_eval.json,5.0,12.996466,16.25628,-1.1512009,5.3236017,13.75382,3.4839747,4.3101764,0.0014278474
human|zh/KdConv/KdConv-turn_eval.json,4.0,13.019423,15.24534,5.221015,9.791847,19.887083,9.160422,1.3441525,3.9302197
human|zh/KdConv/KdConv-turn_eval.json,5.0,16.29588,18.230017,6.553314,5.4955635,16.606142,3.3469346,2.281256,-0.016619211
human|zh/KdConv/KdConv-turn_eval.json,5.0,-1.3998609,-12.133713,0.58878964,4.5771155,-5.3482323,1.7539822,0.7136505,2.9276788
human|zh/KdConv/KdConv-turn_eval.json,5.0,11.844369,11.677078,0.30670512,11.925845,19.97746,7.788611,1.5800279,5.3712106
human|zh/KdConv/KdConv-turn_eval.json,5.0,2.0018733,-7.418637,1.8308418,9.08249,19.768326,6.071872,0.45169532,3.3199656
human|zh/KdConv/KdConv-turn_eval.json,5.0,8.03222,2.9515438,5.080972,11.837408,19.973137,9.824394,-1.3961976,6.500492
human|zh/KdConv/KdConv-turn_eval.json,5.0,14.207241,15.878504,4.402195,11.534004,19.968039,7.072067,2.9120271,9.371567
human|zh/KdConv/KdConv-turn_eval.json,5.0,-6.3772993,-15.167791,-8.162803,6.959175,18.068111,7.687816,-6.776866,0.7660377
human|zh/KdConv/KdConv-turn_eval.json,5.0,-1.7475038,-9.998376,-6.2638474,4.0520916,7.937117,4.7797375,-3.376425,0.79122686
human|zh/KdConv/KdConv-turn_eval.json,5.0,13.271772,15.268664,3.6866598,8.756265,19.630165,7.7851324,2.9465528,3.5660336
human|zh/KdConv/KdConv-turn_eval.json,5.0,7.821427,3.852559,3.9335787,13.596479,19.998081,10.239531,2.7458622,5.129879
human|zh/KdConv/KdConv-turn_eval.json,5.0,6.1069794,2.0497446,1.2155193,9.188426,19.855436,3.910079,0.98750407,3.6144016
human|zh/KdConv/KdConv-turn_eval.json,5.0,8.6996155,2.6199362,-0.07450466,7.958834,19.290129,4.6200695,2.1288853,2.5037818
human|zh/KdConv/KdConv-turn_eval.json,5.0,2.853463,-9.444073,-5.292232,4.434699,7.52717,0.94657636,2.1903615,0.28700185
human|zh/KdConv/KdConv-turn_eval.json,5.0,11.519602,12.732873,1.2502878,12.906254,19.996994,9.139626,3.2624862,5.132656
human|zh/KdConv/KdConv-turn_eval.json,4.0,11.557379,12.735565,-4.000091,4.2194386,8.870529,-0.7536094,2.8351817,0.12420146
human|zh/KdConv/KdConv-turn_eval.json,4.333333333333333,2.5269506,-7.214942,-5.137832,4.9702363,12.211995,-1.3721949,2.563555,2.282371
human|zh/KdConv/KdConv-turn_eval.json,5.0,16.736038,18.574787,2.142686,10.109529,19.838367,8.070412,3.421276,1.9223423
human|zh/KdConv/KdConv-turn_eval.json,4.666666666666667,16.075632,18.500992,-1.1287519,3.8122275,-5.5347943,-1.6634696,5.764043,0.24742486
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.24002,19.018343,7.835577,12.436619,19.990112,7.6465683,3.5819056,8.84452
human|zh/KdConv/KdConv-turn_eval.json,5.0,9.39248,11.558334,-0.1199763,4.67287,10.947798,2.2242455,2.9522808,-0.48254505
human|zh/KdConv/KdConv-turn_eval.json,5.0,15.716717,17.89465,0.45722336,9.554789,19.810131,2.3163729,3.9874382,4.927959
human|zh/KdConv/KdConv-turn_eval.json,5.0,14.439193,16.34613,4.194994,8.061854,19.245226,2.2027621,1.0747582,5.441651
human|zh/KdConv/KdConv-turn_eval.json,5.0,-9.782711,-17.586521,-12.256889,5.9771323,14.89539,-0.34745172,-0.8308708,5.902097
human|zh/KdConv/KdConv-turn_eval.json,5.0,12.273102,12.590296,-0.6653954,3.117299,-12.331602,-0.41724944,3.55429,1.2464234
human|zh/KdConv/KdConv-turn_eval.json,5.0,16.713703,18.515762,4.2512364,5.365233,15.911482,4.4872613,4.748673,2.651212
human|zh/KdConv/KdConv-turn_eval.json,5.0,11.041403,10.484446,0.7878758,10.257693,19.8707,5.5882287,2.408366,2.6086798
human|zh/KdConv/KdConv-turn_eval.json,5.0,7.7316976,4.1749954,-6.9882793,10.163268,19.930304,4.5669565,-1.1141509,5.334336
human|zh/KdConv/KdConv-turn_eval.json,5.0,13.895731,15.399566,0.5628617,9.506488,19.856527,7.5819497,0.10335133,0.38809627
human|zh/KdConv/KdConv-turn_eval.json,3.6666666666666665,13.632312,14.483473,-2.5054498,4.780094,4.924728,-0.18520078,2.436271,-0.3582839
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.630745,19.251825,0.005322665,5.511208,14.222732,-0.50203234,1.4250934,3.6657312
human|zh/KdConv/KdConv-turn_eval.json,4.666666666666667,15.477189,18.105095,1.9003302,7.2390823,18.686398,4.318031,2.6671886,0.2691082
human|zh/KdConv/KdConv-turn_eval.json,5.0,-1.8227367,-12.28065,-5.7722144,8.076478,19.206272,-0.021236204,0.23265785,3.320904
human|zh/KdConv/KdConv-turn_eval.json,4.666666666666667,18.054329,19.490492,5.047073,10.043679,19.821705,3.4918954,4.524967,4.9202657
human|zh/KdConv/KdConv-turn_eval.json,5.0,-6.9249434,-15.893677,-2.3759463,2.1918516,-17.794851,0.44129097,0.74528766,2.1831837
