x_id,y_id,p_xy,p_x,p_y,is_positive
10,2,0.021970537937186,0.1654841350630476,0.1060783228772392,1
10,9,0.0033667295820755,0.1654841350630476,0.0591611523922601,0
10,15,0.0096712690185585,0.1654841350630476,0.0494711348536629,0
10,15,0.0096712690185585,0.1654841350630476,0.0494711348536629,0
10,8,0.0101955496303217,0.1654841350630476,0.2043077018685598,0
10,8,0.0101955496303217,0.1654841350630476,0.2043077018685598,0
10,1,0.0116042648167922,0.1654841350630476,0.039282055199489,0
10,8,0.0101955496303217,0.1654841350630476,0.2043077018685598,0
10,8,0.0101955496303217,0.1654841350630476,0.2043077018685598,0
10,4,0.0040074895906902,0.1654841350630476,0.0411508987196624,0
10,6,0.0034137656148207,0.1654841350630476,0.021537800611706,0
10,2,0.021970537937186,0.1654841350630476,0.1060783228772392,0
10,17,0.0027319461930434,0.1654841350630476,0.047204511867739,0
10,9,0.0033667295820755,0.1654841350630476,0.0591611523922601,0
10,18,0.0210698435862077,0.1654841350630476,0.0749907781749485,0
10,8,0.0101955496303217,0.1654841350630476,0.2043077018685598,0
16,18,0.0005461793150859,0.0159570557222018,0.0749907781749485,1
16,1,0.0004690248877052,0.0159570557222018,0.039282055199489,0
16,7,0.000452757254975,0.0159570557222018,0.0847454913197415,0
16,7,0.000452757254975,0.0159570557222018,0.0847454913197415,0
16,18,0.0005461793150859,0.0159570557222018,0.0749907781749485,0
16,16,0.0009512615861261,0.0159570557222018,0.0486060167115411,0
16,8,0.004495069361172,0.0159570557222018,0.2043077018685598,0
16,0,0.0007081486461792,0.0159570557222018,0.035547616396128,0
16,8,0.004495069361172,0.0159570557222018,0.2043077018685598,0
16,18,0.0005461793150859,0.0159570557222018,0.0749907781749485,0
16,7,0.000452757254975,0.0159570557222018,0.0847454913197415,0
16,2,0.0018673447476383,0.0159570557222018,0.1060783228772392,0
16,0,0.0007081486461792,0.0159570557222018,0.035547616396128,0
16,8,0.004495069361172,0.0159570557222018,0.2043077018685598,0
16,18,0.0005461793150859,0.0159570557222018,0.0749907781749485,0
16,11,0.0003048915632452,0.0159570557222018,0.0534825393012507,0
19,2,0.0141490760841844,0.083287509697984,0.1060783228772392,1
19,8,0.0233781255588088,0.083287509697984,0.2043077018685598,0
19,10,0.0020070057613964,0.083287509697984,0.0419386372434803,0
19,7,0.0021498763309058,0.083287509697984,0.0847454913197415,0
19,8,0.0233781255588088,0.083287509697984,0.2043077018685598,0
19,8,0.0233781255588088,0.083287509697984,0.2043077018685598,0
19,0,0.0035021052974001,0.083287509697984,0.035547616396128,0
19,18,0.0068449754660668,0.083287509697984,0.0749907781749485,0
19,8,0.0233781255588088,0.083287509697984,0.2043077018685598,0
19,11,0.0044853644647809,0.083287509697984,0.0534825393012507,0
19,8,0.0233781255588088,0.083287509697984,0.2043077018685598,0
19,15,0.0030032022238228,0.083287509697984,0.0494711348536629,0
19,1,0.0036796902563632,0.083287509697984,0.039282055199489,0
19,8,0.0233781255588088,0.083287509697984,0.2043077018685598,0
19,14,0.0005476986521978,0.083287509697984,0.0059840841601021,0
19,9,0.0033987688649722,0.083287509697984,0.0591611523922601,0
7,2,0.0060821063015027,0.0442123657872692,0.1060783228772392,1
7,8,0.0059485177384473,0.0442123657872692,0.2043077018685598,0
7,8,0.0059485177384473,0.0442123657872692,0.2043077018685598,0
7,9,0.0030470604278003,0.0442123657872692,0.0591611523922601,0
7,8,0.0059485177384473,0.0442123657872692,0.2043077018685598,0
7,15,0.0046535753259864,0.0442123657872692,0.0494711348536629,0
7,4,0.0025982268264632,0.0442123657872692,0.0411508987196624,0
7,1,0.0007237192184454,0.0442123657872692,0.039282055199489,0
7,2,0.0060821063015027,0.0442123657872692,0.1060783228772392,0
7,5,0.000291576161685,0.0442123657872692,0.0079376770879297,0
7,2,0.0060821063015027,0.0442123657872692,0.1060783228772392,0
7,3,0.0023149548181578,0.0442123657872692,0.0495252294836995,0
7,0,0.0002915770974585,0.0442123657872692,0.035547616396128,0
7,8,0.0059485177384473,0.0442123657872692,0.2043077018685598,0
7,17,0.0014546557044864,0.0442123657872692,0.047204511867739,0
7,8,0.0059485177384473,0.0442123657872692,0.2043077018685598,0
0,2,0.0037362096382216,0.0236841355019231,0.1060783228772392,1
0,8,0.0042536482238514,0.0236841355019231,0.2043077018685598,0
0,2,0.0037362096382216,0.0236841355019231,0.1060783228772392,0
0,2,0.0037362096382216,0.0236841355019231,0.1060783228772392,0
0,10,0.0013110598299856,0.0236841355019231,0.0419386372434803,0
0,16,0.0011774391985478,0.0236841355019231,0.0486060167115411,0
0,16,0.0011774391985478,0.0236841355019231,0.0486060167115411,0
0,14,7.944025067643757e-05,0.0236841355019231,0.0059840841601021,0
0,19,0.0002422492352837,0.0236841355019231,0.0180682960436143,0
0,7,0.0028037531257139,0.0236841355019231,0.0847454913197415,0
0,14,7.944025067643757e-05,0.0236841355019231,0.0059840841601021,0
0,18,0.0014158802492191,0.0236841355019231,0.0749907781749485,0
0,3,0.0009307531405969,0.0236841355019231,0.0495252294836995,0
0,9,0.0022721703173838,0.0236841355019231,0.0591611523922601,0
0,15,0.0003885540979859,0.0236841355019231,0.0494711348536629,0
0,18,0.0014158802492191,0.0236841355019231,0.0749907781749485,0
18,15,0.001693167466909,0.0528542667372371,0.0494711348536629,1
18,2,0.0059703283783896,0.0528542667372371,0.1060783228772392,0
18,1,0.004386685941772,0.0528542667372371,0.039282055199489,0
18,15,0.001693167466909,0.0528542667372371,0.0494711348536629,0
18,10,0.001226134206861,0.0528542667372371,0.0419386372434803,0
18,1,0.004386685941772,0.0528542667372371,0.039282055199489,0
18,8,0.0104104755023904,0.0528542667372371,0.2043077018685598,0
18,7,0.0072871708802716,0.0528542667372371,0.0847454913197415,0
18,9,0.0007261396456583,0.0528542667372371,0.0591611523922601,0
18,8,0.0104104755023904,0.0528542667372371,0.2043077018685598,0
18,8,0.0104104755023904,0.0528542667372371,0.2043077018685598,0
18,2,0.0059703283783896,0.0528542667372371,0.1060783228772392,0
18,17,0.0019315700057842,0.0528542667372371,0.047204511867739,0
18,2,0.0059703283783896,0.0528542667372371,0.1060783228772392,0
18,3,0.0034855425628053,0.0528542667372371,0.0495252294836995,0
18,15,0.001693167466909,0.0528542667372371,0.0494711348536629,0
9,18,0.0160334502701797,0.1916930722801204,0.0749907781749485,1
9,10,0.0063832729561601,0.1916930722801204,0.0419386372434803,0
9,8,0.0586075246867546,0.1916930722801204,0.2043077018685598,0
9,0,0.0081353315531091,0.1916930722801204,0.035547616396128,0
9,4,0.0134843581019774,0.1916930722801204,0.0411508987196624,0
9,7,0.0056598223187847,0.1916930722801204,0.0847454913197415,0
9,9,0.0161483870364527,0.1916930722801204,0.0591611523922601,0
9,4,0.0134843581019774,0.1916930722801204,0.0411508987196624,0
9,16,0.0100767446883763,0.1916930722801204,0.0486060167115411,0
9,2,0.0073307739192505,0.1916930722801204,0.1060783228772392,0
9,9,0.0161483870364527,0.1916930722801204,0.0591611523922601,0
9,8,0.0586075246867546,0.1916930722801204,0.2043077018685598,0
9,16,0.0100767446883763,0.1916930722801204,0.0486060167115411,0
9,18,0.0160334502701797,0.1916930722801204,0.0749907781749485,0
9,8,0.0586075246867546,0.1916930722801204,0.2043077018685598,0
9,15,0.0085129560740158,0.1916930722801204,0.0494711348536629,0
10,15,0.0096712690185585,0.1654841350630476,0.0494711348536629,1
10,18,0.0210698435862077,0.1654841350630476,0.0749907781749485,0
10,2,0.021970537937186,0.1654841350630476,0.1060783228772392,0
10,8,0.0101955496303217,0.1654841350630476,0.2043077018685598,0
10,9,0.0033667295820755,0.1654841350630476,0.0591611523922601,0
10,9,0.0033667295820755,0.1654841350630476,0.0591611523922601,0
10,7,0.0184727799553443,0.1654841350630476,0.0847454913197415,0
10,8,0.0101955496303217,0.1654841350630476,0.2043077018685598,0
10,7,0.0184727799553443,0.1654841350630476,0.0847454913197415,0
10,8,0.0101955496303217,0.1654841350630476,0.2043077018685598,0
10,7,0.0184727799553443,0.1654841350630476,0.0847454913197415,0
10,19,0.0042383026700876,0.1654841350630476,0.0180682960436143,0
10,18,0.0210698435862077,0.1654841350630476,0.0749907781749485,0
10,16,0.0126315543323662,0.1654841350630476,0.0486060167115411,0
10,15,0.0096712690185585,0.1654841350630476,0.0494711348536629,0
10,11,0.0087840955647413,0.1654841350630476,0.0534825393012507,0
4,10,0.0048324369045205,0.1469006177393916,0.0419386372434803,1
4,15,0.0112766252411361,0.1469006177393916,0.0494711348536629,0
4,7,0.0152031275665968,0.1469006177393916,0.0847454913197415,0
4,2,0.0142775594635435,0.1469006177393916,0.1060783228772392,0
4,3,0.0114847428499927,0.1469006177393916,0.0495252294836995,0
4,8,0.0376144260609707,0.1469006177393916,0.2043077018685598,0
4,1,0.0033594127346845,0.1469006177393916,0.039282055199489,0
4,10,0.0048324369045205,0.1469006177393916,0.0419386372434803,0
4,18,0.0021288789438433,0.1469006177393916,0.0749907781749485,0
4,9,0.0124368803866533,0.1469006177393916,0.0591611523922601,0
4,2,0.0142775594635435,0.1469006177393916,0.1060783228772392,0
4,4,0.0007779159541804,0.1469006177393916,0.0411508987196624,0
