dialog_key,annot_relevant_mean,score_PMI_Pair,score_MINE_Pair,score_InfoNCE_Pair,score_PMI_Prompt,score_MINE_Prompt,score_InfoNCE_Prompt,score_KDE_Pair,score_KDE_Prompt
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.554081,19.707254,0.7056694,2.4296632,-14.741217,4.011503,2.7419908,-0.19846395
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.445475,19.873493,5.760574,3.3802943,3.859267,2.853818,1.642941,-0.5294931
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.103512,19.573385,9.283274,0.6744868,-16.073057,-1.5699909,0.64653444,0.91794926
human|zh/KdConv/KdConv-turn_eval.json,5.0,9.815014,4.9327188,-5.084417,1.0262731,-15.712173,-1.2658908,-0.3185892,0.30722126
human|zh/KdConv/KdConv-turn_eval.json,5.0,4.885147,1.4432359,-1.4180694,2.392408,-8.447122,-1.6664506,0.58000726,-2.0728536
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.924849,19.042315,-0.2818807,3.2540944,-0.32572037,0.76414317,0.57992786,0.23594977
human|zh/KdConv/KdConv-turn_eval.json,4.0,19.018742,19.819166,3.721166,2.1335344,-11.395351,-0.24849862,0.56365776,1.3108617
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.256258,19.871155,10.876352,2.071585,-10.766237,-1.1609211,0.60123897,1.1481928
human|zh/KdConv/KdConv-turn_eval.json,3.333333333333333,19.72817,19.970108,11.578915,-0.27022803,-18.065493,-5.92048,1.567533,-1.1882297
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.237646,18.741165,2.450406,5.2063994,13.292913,1.596165,0.72969383,1.4696687
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.204674,18.849768,2.8588583,2.0637963,-15.341362,-3.0075016,0.5184897,1.0740193
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.634197,19.525133,3.3402214,2.5937188,-10.6156645,-2.839374,1.3076094,1.6880571
human|zh/KdConv/KdConv-turn_eval.json,4.666666666666667,17.084074,18.128983,10.995164,1.5864481,-16.242931,-2.42684,-0.14478743,0.8444985
human|zh/KdConv/KdConv-turn_eval.json,4.0,16.943914,18.151077,3.1327806,-0.3183754,-18.300852,-4.854278,1.1950834,1.1740193
human|zh/KdConv/KdConv-turn_eval.json,5.0,16.282118,17.744804,7.970481,1.7825034,-14.169741,0.4608324,-0.8375063,2.1357586
human|zh/KdConv/KdConv-turn_eval.json,4.0,16.966091,17.924961,-0.45516852,1.9281865,-10.238226,4.5129795,2.9538643,0.7946482
human|zh/KdConv/KdConv-turn_eval.json,5.0,12.103327,9.87073,-2.6609926,3.8251448,-3.2787151,4.3312182,2.3869188,0.7986161
human|zh/KdConv/KdConv-turn_eval.json,4.666666666666667,18.832361,19.681585,4.1458735,3.3837435,-5.340562,-2.2117953,2.5700495,0.8162923
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.750721,19.74297,6.8178725,4.63447,3.5952566,1.0839585,1.733194,4.3889046
human|zh/KdConv/KdConv-turn_eval.json,4.666666666666667,19.090712,19.829332,8.141683,1.9576465,-12.690065,-5.505361,1.9002451,0.71079534
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.767452,18.803156,6.181896,4.034893,4.7335625,0.21561772,1.3115832,1.6504136
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.027761,19.850897,2.217931,2.5911293,-11.22385,0.33910897,3.0891929,-0.60515517
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.058954,19.861238,3.309332,0.42466205,-17.408695,-0.19455998,2.3095434,0.18589965
human|zh/KdConv/KdConv-turn_eval.json,5.0,6.5530148,-2.0264904,-3.1987743,-0.20516096,-16.282366,-0.14295125,0.4030381,-1.3203349
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.94007,19.633564,4.534568,5.2389164,11.625643,4.365825,4.5681114,-0.46909988
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.624098,19.973108,10.871625,3.6468024,9.0131645,1.7301419,1.9937068,-0.9449902
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.938976,19.551281,9.160353,2.045174,-6.870201,-1.8920801,1.9033828,-0.9145556
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.457552,19.930586,6.595703,4.200872,8.750868,0.8068695,0.5076009,-1.0118122
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.182585,19.825413,8.001983,3.7408462,10.983618,4.490605,1.491389,-0.4612069
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.339443,19.824968,7.714567,4.9758453,14.479998,4.147284,0.4463838,-0.52816784
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.201962,19.834019,5.6194525,4.0494986,4.3793154,2.9423437,0.9910975,-0.16023935
human|zh/KdConv/KdConv-turn_eval.json,4.666666666666667,19.281439,19.893784,7.089264,5.458337,14.493203,3.7154422,0.67624676,-0.64748454
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.722858,19.154976,10.236092,1.8699473,-12.87483,-0.4852035,2.160436,-0.4089788
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.231016,19.087896,3.2225895,3.2255716,-13.952289,-0.8993456,0.98661363,-2.1225266
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.762466,19.98379,8.574442,3.6577473,-3.126308,5.7161613,3.1117096,-0.858838
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.355694,19.395947,5.0380383,1.2716097,-15.659515,-0.19555065,2.3483527,0.9914641
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.25204,19.846546,10.0784,1.1131921,-16.105745,-3.9967828,0.6475503,2.0493069
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.741684,19.97153,9.172029,3.4159398,-4.2386026,0.9954637,0.63079643,2.175385
human|zh/KdConv/KdConv-turn_eval.json,5.0,16.759794,18.267883,1.839857,3.120074,-8.55135,-0.31253105,1.5743239,0.21704452
human|zh/KdConv/KdConv-turn_eval.json,5.0,15.70663,18.628632,3.0772238,1.4521111,-16.447021,0.56809616,1.9500453,-1.1686383
human|zh/KdConv/KdConv-turn_eval.json,5.0,6.76183,-4.0616674,-3.6019163,1.7904999,-12.403461,-1.9231147,0.78188866,0.18108313
human|zh/KdConv/KdConv-turn_eval.json,3.0,16.2458,18.720171,-2.1946957,2.6508164,-11.319861,0.81892383,0.41718972,0.30802467
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.318659,19.886923,4.4945865,2.4038162,-15.104627,-1.9133972,0.4008168,-0.20949751
human|zh/KdConv/KdConv-turn_eval.json,5.0,16.928625,18.24739,2.716673,3.7239347,-0.85149646,1.5714808,0.0736999,-0.6815877
human|zh/KdConv/KdConv-turn_eval.json,5.0,16.290014,18.385378,2.2279687,4.3758044,6.460881,4.1855435,4.304584,0.08725409
human|zh/KdConv/KdConv-turn_eval.json,5.0,14.983294,14.979869,6.357429,3.8474486,-2.731691,-1.072314,0.3155775,0.84954816
human|zh/KdConv/KdConv-turn_eval.json,4.333333333333333,17.317715,19.123432,6.1718273,1.2812905,-16.335255,-5.0416193,1.320117,0.6116536
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.385458,19.92267,9.445246,4.8997645,8.673499,1.6683886,1.2002424,1.466522
human|zh/KdConv/KdConv-turn_eval.json,5.0,2.699981,-11.211941,0.26443946,-0.3249292,-17.856136,-1.7911826,0.4031811,-1.1623409
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.135025,18.412716,1.3019288,3.792968,4.7056537,-0.3238457,1.537544,-0.054409012
human|zh/KdConv/KdConv-turn_eval.json,3.0,10.318059,12.823542,-1.7744195,0.46422052,-16.712368,-1.6116612,0.28307503,-0.08695064
