dialog_key,annot_engaging_mean,annot_overall_mean,annot_relevant_mean,score_PMI_Pair,score_MINE_Pair,score_InfoNCE_Pair,score_PMI_Prompt,score_MINE_Prompt,score_InfoNCE_Prompt,score_KDE_Pair,score_KDE_Prompt
human|en/fed-turn/fed-turn_eval.json,1.8,2.6,1.8,-0.1060231,-10.766479,0.26013163,2.3183272,-18.61921,0.87111264,-1.4242852,0.2006872
human|en/fed-turn/fed-turn_eval.json,1.4,3.0,1.6,-0.51041746,-9.778093,-1.3624487,0.7325434,-19.4258,-0.80195177,-2.5380986,-0.50348693
human|en/fed-turn/fed-turn_eval.json,1.6,2.8,1.4,0.67798907,-9.151155,-2.1532078,-3.955449,-19.971968,-5.101326,0.2976987,-3.0925403
human|en/fed-turn/fed-turn_eval.json,1.4,2.8,2.0,1.3598104,-6.1685734,-2.1639962,-1.635688,-19.93819,0.011911288,-2.3124661,-1.2226613
human|en/fed-turn/fed-turn_eval.json,0.6,1.4,1.0,-3.058847,-12.077652,-3.6856432,-4.524438,-19.990799,-4.2151704,0.29134607,-2.2687955
human|en/fed-turn/fed-turn_eval.json,1.4,3.0,1.8,1.2622656,-8.224075,-0.9739423,-1.4421442,-19.933075,-0.5981747,-3.2767,0.73930085
human|en/fed-turn/fed-turn_eval.json,1.2,2.6,1.5,0.4775303,-8.535231,-1.664142,8.338551,18.912722,8.320528,-1.8201666,2.6039388
human|en/fed-turn/fed-turn_eval.json,0.0,0.8,0.2,-0.7986679,-11.363897,-1.2647598,2.0246663,-18.87716,-0.004456356,-0.7375931,1.4246205
human|en/fed-turn/fed-turn_eval.json,0.2,0.2,0.2,1.4153736,-8.139411,-0.8855074,1.0539006,-19.310991,-2.2506006,-0.6548876,0.05162636
human|en/fed-turn/fed-turn_eval.json,1.8,3.0,2.0,2.611282,-4.8070617,-0.13478895,5.465734,11.66994,5.885935,-0.54356873,1.7607596
human|en/fed-turn/fed-turn_eval.json,2.0,3.6,1.8,2.488363,-4.281029,1.4136724,6.121394,11.7500305,4.2858114,-0.5500563,1.6801513
human|en/fed-turn/fed-turn_eval.json,2.0,3.6,1.6,-5.0235324,-13.94855,-2.9087858,8.734981,19.567144,5.403225,-3.5252707,1.2970673
human|en/fed-turn/fed-turn_eval.json,1.2,3.0,1.6,-7.5843425,-15.53392,-4.355264,2.0838578,-18.855207,1.9790068,-5.8649836,0.73406893
human|en/fed-turn/fed-turn_eval.json,2.0,3.8,2.0,2.9435947,-3.3079448,-1.4555297,8.591177,18.314743,5.7166123,-0.8262254,4.602738
human|en/fed-turn/fed-turn_eval.json,2.0,3.8,2.0,1.9786866,-6.792224,-1.6436981,8.296246,19.010242,5.8728147,-0.21905492,3.2457273
human|en/fed-turn/fed-turn_eval.json,1.8,3.2,1.8,-1.3513924,-11.608923,-1.124773,3.897271,-14.419967,1.8302287,-1.0530956,-0.1654595
human|en/fed-turn/fed-turn_eval.json,1.6,3.0,2.0,0.29322484,-10.257777,-1.9192936,3.8441877,-17.990316,2.4714305,-0.33738807,0.123689234
human|en/fed-turn/fed-turn_eval.json,1.0,3.6,2.0,7.2000194,4.6215143,2.4337993,5.166903,9.159966,6.2699027,-1.0113012,1.0468605
human|en/fed-turn/fed-turn_eval.json,2.0,3.2,2.0,2.3674464,-5.3127184,0.56263506,6.6697426,17.119638,6.3581414,-4.311988,1.3907647
human|en/fed-turn/fed-turn_eval.json,1.8,3.0,2.0,8.334108,6.152796,1.7752494,3.0613418,-16.014769,4.7076473,0.8285687,1.5663458
human|en/fed-turn/fed-turn_eval.json,1.6,3.6,2.0,5.5706353,1.7043144,-0.79561293,3.2883847,-14.366644,1.6633785,-0.9947853,0.29007643
human|en/fed-turn/fed-turn_eval.json,2.0,4.0,2.0,3.7507403,-1.3956667,-0.9832531,7.911668,18.901077,6.2358093,-0.9095799,1.7263314
human|en/fed-turn/fed-turn_eval.json,1.4,3.4,2.0,7.074131,4.0409417,3.9213288,5.5490417,2.243155,2.6313243,-0.8996857,1.653948
human|en/fed-turn/fed-turn_eval.json,1.6,3.0,1.8,2.7210445,-4.5274463,-1.2096579,0.30781376,-19.712166,-0.3313646,-2.9380426,-0.5312327
human|en/fed-turn/fed-turn_eval.json,2.0,3.6,2.0,1.5148185,-8.436521,0.09407163,7.556143,17.427345,5.1222854,0.21583419,4.3370595
human|en/fed-turn/fed-turn_eval.json,2.0,3.2,2.0,3.2235246,-3.5998278,2.0557556,8.323938,18.614094,6.49296,0.2948318,4.9228487
human|en/fed-turn/fed-turn_eval.json,1.8,2.8,1.6,6.084557,3.7035944,3.1249714,8.441063,19.034628,7.4562044,-0.99314433,1.4054408
human|en/fed-turn/fed-turn_eval.json,1.8,3.6,2.0,1.1557349,-8.649103,0.18261655,10.84753,19.946045,9.781328,-1.6378747,2.9228005
human|en/fed-turn/fed-turn_eval.json,1.0,2.2,1.0,7.8137093,6.486635,4.383958,6.3651776,8.066603,3.965988,5.745699,2.421273
human|en/fed-turn/fed-turn_eval.json,1.8,3.2,1.8,-2.38655,-10.856167,-3.991256,-0.40891173,-19.818085,2.9238322,-1.1804316,-0.91036546
human|en/fed-turn/fed-turn_eval.json,1.6,3.2,1.8,-2.2277925,-11.389055,-2.3913503,2.8581192,-17.551792,4.347088,0.035218004,2.7370646
