dialog_key,is_positive
LCCC-038832,1
LCCC-038832,0
LCCC-038832,0
LCCC-038832,0
LCCC-038832,0
LCCC-038832,0
LCCC-038832,0
LCCC-038832,0
LCCC-038832,0
LCCC-038832,0
LCCC-038832,0
LCCC-038832,0
LCCC-038832,0
LCCC-038832,0
LCCC-038832,0
LCCC-038832,0
LCCC-013550,1
LCCC-013550,0
LCCC-013550,0
LCCC-013550,0
LCCC-013550,0
LCCC-013550,0
LCCC-013550,0
LCCC-013550,0
LCCC-013550,0
LCCC-013550,0
LCCC-013550,0
LCCC-013550,0
LCCC-013550,0
LCCC-013550,0
LCCC-013550,0
LCCC-013550,0
LCCC-090840,1
LCCC-090840,0
LCCC-090840,0
LCCC-090840,0
LCCC-090840,0
LCCC-090840,0
LCCC-090840,0
LCCC-090840,0
LCCC-090840,0
LCCC-090840,0
LCCC-090840,0
LCCC-090840,0
LCCC-090840,0
LCCC-090840,0
LCCC-090840,0
LCCC-090840,0
LCCC-013816,1
LCCC-013816,0
LCCC-013816,0
LCCC-013816,0
LCCC-013816,0
LCCC-013816,0
LCCC-013816,0
LCCC-013816,0
LCCC-013816,0
LCCC-013816,0
LCCC-013816,0
LCCC-013816,0
LCCC-013816,0
LCCC-013816,0
LCCC-013816,0
LCCC-013816,0
LCCC-071024,1
LCCC-071024,0
LCCC-071024,0
LCCC-071024,0
LCCC-071024,0
LCCC-071024,0
LCCC-071024,0
LCCC-071024,0
LCCC-071024,0
LCCC-071024,0
LCCC-071024,0
LCCC-071024,0
LCCC-071024,0
LCCC-071024,0
LCCC-071024,0
LCCC-071024,0
LCCC-090994,1
LCCC-090994,0
LCCC-090994,0
LCCC-090994,0
LCCC-090994,0
LCCC-090994,0
LCCC-090994,0
LCCC-090994,0
LCCC-090994,0
LCCC-090994,0
LCCC-090994,0
LCCC-090994,0
LCCC-090994,0
LCCC-090994,0
LCCC-090994,0
LCCC-090994,0
KDCONV-000542,1
KDCONV-000542,0
KDCONV-000542,0
KDCONV-000542,0
KDCONV-000542,0
KDCONV-000542,0
KDCONV-000542,0
KDCONV-000542,0
KDCONV-000542,0
KDCONV-000542,0
KDCONV-000542,0
KDCONV-000542,0
KDCONV-000542,0
KDCONV-000542,0
KDCONV-000542,0
KDCONV-000542,0
LCCC-044159,1
LCCC-044159,0
LCCC-044159,0
LCCC-044159,0
LCCC-044159,0
LCCC-044159,0
LCCC-044159,0
LCCC-044159,0
LCCC-044159,0
LCCC-044159,0
LCCC-044159,0
LCCC-044159,0
LCCC-044159,0
LCCC-044159,0
LCCC-044159,0
LCCC-044159,0
LCCC-072065,1
LCCC-072065,0
LCCC-072065,0
LCCC-072065,0
LCCC-072065,0
LCCC-072065,0
LCCC-072065,0
LCCC-072065,0
LCCC-072065,0
LCCC-072065,0
LCCC-072065,0
LCCC-072065,0
LCCC-072065,0
LCCC-072065,0
LCCC-072065,0
LCCC-072065,0
LCCC-037861,1
LCCC-037861,0
LCCC-037861,0
LCCC-037861,0
LCCC-037861,0
LCCC-037861,0
LCCC-037861,0
LCCC-037861,0
LCCC-037861,0
LCCC-037861,0
LCCC-037861,0
LCCC-037861,0
LCCC-037861,0
LCCC-037861,0
LCCC-037861,0
LCCC-037861,0
KDCONV-002239,1
KDCONV-002239,0
KDCONV-002239,0
KDCONV-002239,0
KDCONV-002239,0
KDCONV-002239,0
KDCONV-002239,0
KDCONV-002239,0
KDCONV-002239,0
KDCONV-002239,0
KDCONV-002239,0
KDCONV-002239,0
KDCONV-002239,0
KDCONV-002239,0
KDCONV-002239,0
KDCONV-002239,0
KDCONV-001050,1
KDCONV-001050,0
KDCONV-001050,0
KDCONV-001050,0
KDCONV-001050,0
KDCONV-001050,0
KDCONV-001050,0
KDCONV-001050,0
KDCONV-001050,0
KDCONV-001050,0
KDCONV-001050,0
KDCONV-001050,0
KDCONV-001050,0
KDCONV-001050,0
KDCONV-001050,0
KDCONV-001050,0
LCCC-105838,1
LCCC-105838,0
LCCC-105838,0
LCCC-105838,0
LCCC-105838,0
LCCC-105838,0
LCCC-105838,0
LCCC-105838,0
LCCC-105838,0
LCCC-105838,0
LCCC-105838,0
LCCC-105838,0
LCCC-105838,0
LCCC-105838,0
LCCC-105838,0
LCCC-105838,0
LCCC-008538,1
LCCC-008538,0
LCCC-008538,0
LCCC-008538,0
LCCC-008538,0
LCCC-008538,0
LCCC-008538,0
LCCC-008538,0
LCCC-008538,0
LCCC-008538,0
LCCC-008538,0
LCCC-008538,0
LCCC-008538,0
LCCC-008538,0
LCCC-008538,0
LCCC-008538,0
ECM-064119,1
ECM-064119,0
ECM-064119,0
ECM-064119,0
ECM-064119,0
ECM-064119,0
ECM-064119,0
ECM-064119,0
ECM-064119,0
ECM-064119,0
ECM-064119,0
ECM-064119,0
ECM-064119,0
ECM-064119,0
ECM-064119,0
ECM-064119,0
LCCC-041123,1
LCCC-041123,0
LCCC-041123,0
LCCC-041123,0
LCCC-041123,0
LCCC-041123,0
LCCC-041123,0
LCCC-041123,0
LCCC-041123,0
LCCC-041123,0
LCCC-041123,0
LCCC-041123,0
LCCC-041123,0
LCCC-041123,0
LCCC-041123,0
LCCC-041123,0
LCCC-075955,1
LCCC-075955,0
LCCC-075955,0
LCCC-075955,0
LCCC-075955,0
LCCC-075955,0
LCCC-075955,0
LCCC-075955,0
LCCC-075955,0
LCCC-075955,0
LCCC-075955,0
LCCC-075955,0
LCCC-075955,0
LCCC-075955,0
LCCC-075955,0
LCCC-075955,0
LCCC-078367,1
LCCC-078367,0
LCCC-078367,0
LCCC-078367,0
LCCC-078367,0
LCCC-078367,0
LCCC-078367,0
LCCC-078367,0
LCCC-078367,0
LCCC-078367,0
LCCC-078367,0
LCCC-078367,0
LCCC-078367,0
LCCC-078367,0
LCCC-078367,0
LCCC-078367,0
LCCC-026964,1
LCCC-026964,0
LCCC-026964,0
LCCC-026964,0
LCCC-026964,0
LCCC-026964,0
LCCC-026964,0
LCCC-026964,0
LCCC-026964,0
LCCC-026964,0
LCCC-026964,0
LCCC-026964,0
LCCC-026964,0
LCCC-026964,0
LCCC-026964,0
LCCC-026964,0
LCCC-093963,1
LCCC-093963,0
LCCC-093963,0
LCCC-093963,0
LCCC-093963,0
LCCC-093963,0
LCCC-093963,0
LCCC-093963,0
LCCC-093963,0
LCCC-093963,0
LCCC-093963,0
LCCC-093963,0
LCCC-093963,0
LCCC-093963,0
LCCC-093963,0
LCCC-093963,0
LCCC-109398,1
LCCC-109398,0
LCCC-109398,0
LCCC-109398,0
LCCC-109398,0
LCCC-109398,0
LCCC-109398,0
LCCC-109398,0
LCCC-109398,0
LCCC-109398,0
LCCC-109398,0
LCCC-109398,0
LCCC-109398,0
LCCC-109398,0
LCCC-109398,0
LCCC-109398,0
LCCC-077767,1
LCCC-077767,0
LCCC-077767,0
LCCC-077767,0
LCCC-077767,0
LCCC-077767,0
LCCC-077767,0
LCCC-077767,0
LCCC-077767,0
LCCC-077767,0
LCCC-077767,0
LCCC-077767,0
LCCC-077767,0
LCCC-077767,0
LCCC-077767,0
LCCC-077767,0
ECM-078578,1
ECM-078578,0
ECM-078578,0
ECM-078578,0
ECM-078578,0
ECM-078578,0
ECM-078578,0
ECM-078578,0
ECM-078578,0
ECM-078578,0
ECM-078578,0
ECM-078578,0
ECM-078578,0
ECM-078578,0
ECM-078578,0
ECM-078578,0
LCCC-006103,1
LCCC-006103,0
LCCC-006103,0
LCCC-006103,0
LCCC-006103,0
LCCC-006103,0
LCCC-006103,0
LCCC-006103,0
LCCC-006103,0
LCCC-006103,0
LCCC-006103,0
LCCC-006103,0
LCCC-006103,0
LCCC-006103,0
LCCC-006103,0
LCCC-006103,0
LCCC-103347,1
LCCC-103347,0
LCCC-103347,0
LCCC-103347,0
LCCC-103347,0
LCCC-103347,0
LCCC-103347,0
LCCC-103347,0
LCCC-103347,0
LCCC-103347,0
LCCC-103347,0
LCCC-103347,0
LCCC-103347,0
LCCC-103347,0
LCCC-103347,0
LCCC-103347,0
LCCC-070540,1
LCCC-070540,0
LCCC-070540,0
LCCC-070540,0
LCCC-070540,0
LCCC-070540,0
LCCC-070540,0
LCCC-070540,0
LCCC-070540,0
LCCC-070540,0
LCCC-070540,0
LCCC-070540,0
LCCC-070540,0
LCCC-070540,0
LCCC-070540,0
LCCC-070540,0
LCCC-023668,1
LCCC-023668,0
LCCC-023668,0
LCCC-023668,0
LCCC-023668,0
LCCC-023668,0
LCCC-023668,0
LCCC-023668,0
LCCC-023668,0
LCCC-023668,0
LCCC-023668,0
LCCC-023668,0
LCCC-023668,0
LCCC-023668,0
LCCC-023668,0
LCCC-023668,0
LCCC-099106,1
LCCC-099106,0
LCCC-099106,0
LCCC-099106,0
LCCC-099106,0
LCCC-099106,0
LCCC-099106,0
LCCC-099106,0
LCCC-099106,0
LCCC-099106,0
LCCC-099106,0
LCCC-099106,0
LCCC-099106,0
LCCC-099106,0
LCCC-099106,0
LCCC-099106,0
ECM-105684,1
ECM-105684,0
ECM-105684,0
ECM-105684,0
ECM-105684,0
ECM-105684,0
ECM-105684,0
ECM-105684,0
ECM-105684,0
ECM-105684,0
ECM-105684,0
ECM-105684,0
ECM-105684,0
ECM-105684,0
ECM-105684,0
ECM-105684,0
ECM-095387,1
ECM-095387,0
ECM-095387,0
ECM-095387,0
ECM-095387,0
ECM-095387,0
ECM-095387,0
ECM-095387,0
ECM-095387,0
ECM-095387,0
ECM-095387,0
ECM-095387,0
ECM-095387,0
ECM-095387,0
ECM-095387,0
ECM-095387,0
LCCC-089911,1
LCCC-089911,0
LCCC-089911,0
LCCC-089911,0
LCCC-089911,0
LCCC-089911,0
LCCC-089911,0
LCCC-089911,0
LCCC-089911,0
LCCC-089911,0
LCCC-089911,0
LCCC-089911,0
LCCC-089911,0
LCCC-089911,0
LCCC-089911,0
LCCC-089911,0
ECM-031616,1
ECM-031616,0
ECM-031616,0
ECM-031616,0
ECM-031616,0
ECM-031616,0
ECM-031616,0
ECM-031616,0
ECM-031616,0
ECM-031616,0
ECM-031616,0
ECM-031616,0
ECM-031616,0
ECM-031616,0
ECM-031616,0
ECM-031616,0
ECM-032938,1
ECM-032938,0
ECM-032938,0
ECM-032938,0
ECM-032938,0
ECM-032938,0
ECM-032938,0
ECM-032938,0
ECM-032938,0
ECM-032938,0
ECM-032938,0
ECM-032938,0
ECM-032938,0
ECM-032938,0
ECM-032938,0
ECM-032938,0
LCCC-078117,1
LCCC-078117,0
LCCC-078117,0
LCCC-078117,0
LCCC-078117,0
LCCC-078117,0
LCCC-078117,0
LCCC-078117,0
LCCC-078117,0
LCCC-078117,0
LCCC-078117,0
LCCC-078117,0
LCCC-078117,0
LCCC-078117,0
LCCC-078117,0
LCCC-078117,0
LCCC-089244,1
LCCC-089244,0
LCCC-089244,0
LCCC-089244,0
LCCC-089244,0
LCCC-089244,0
LCCC-089244,0
LCCC-089244,0
LCCC-089244,0
LCCC-089244,0
LCCC-089244,0
LCCC-089244,0
LCCC-089244,0
LCCC-089244,0
LCCC-089244,0
LCCC-089244,0
LCCC-015408,1
LCCC-015408,0
LCCC-015408,0
LCCC-015408,0
LCCC-015408,0
LCCC-015408,0
LCCC-015408,0
LCCC-015408,0
LCCC-015408,0
LCCC-015408,0
LCCC-015408,0
LCCC-015408,0
LCCC-015408,0
LCCC-015408,0
LCCC-015408,0
LCCC-015408,0
LCCC-011647,1
LCCC-011647,0
LCCC-011647,0
LCCC-011647,0
LCCC-011647,0
LCCC-011647,0
LCCC-011647,0
LCCC-011647,0
LCCC-011647,0
LCCC-011647,0
LCCC-011647,0
LCCC-011647,0
LCCC-011647,0
LCCC-011647,0
LCCC-011647,0
LCCC-011647,0
LCCC-078639,1
LCCC-078639,0
LCCC-078639,0
LCCC-078639,0
LCCC-078639,0
LCCC-078639,0
LCCC-078639,0
LCCC-078639,0
LCCC-078639,0
LCCC-078639,0
LCCC-078639,0
LCCC-078639,0
LCCC-078639,0
LCCC-078639,0
LCCC-078639,0
LCCC-078639,0
LCCC-027849,1
LCCC-027849,0
LCCC-027849,0
LCCC-027849,0
LCCC-027849,0
LCCC-027849,0
LCCC-027849,0
LCCC-027849,0
LCCC-027849,0
LCCC-027849,0
LCCC-027849,0
LCCC-027849,0
LCCC-027849,0
LCCC-027849,0
LCCC-027849,0
LCCC-027849,0
LCCC-065621,1
LCCC-065621,0
LCCC-065621,0
LCCC-065621,0
LCCC-065621,0
LCCC-065621,0
LCCC-065621,0
LCCC-065621,0
LCCC-065621,0
LCCC-065621,0
LCCC-065621,0
LCCC-065621,0
LCCC-065621,0
LCCC-065621,0
LCCC-065621,0
LCCC-065621,0
LCCC-035733,1
LCCC-035733,0
LCCC-035733,0
LCCC-035733,0
LCCC-035733,0
LCCC-035733,0
LCCC-035733,0
LCCC-035733,0
LCCC-035733,0
LCCC-035733,0
LCCC-035733,0
LCCC-035733,0
LCCC-035733,0
LCCC-035733,0
LCCC-035733,0
LCCC-035733,0
LCCC-019958,1
LCCC-019958,0
LCCC-019958,0
LCCC-019958,0
LCCC-019958,0
LCCC-019958,0
LCCC-019958,0
LCCC-019958,0
LCCC-019958,0
LCCC-019958,0
LCCC-019958,0
LCCC-019958,0
LCCC-019958,0
LCCC-019958,0
LCCC-019958,0
LCCC-019958,0
ECM-068360,1
ECM-068360,0
ECM-068360,0
ECM-068360,0
ECM-068360,0
ECM-068360,0
ECM-068360,0
ECM-068360,0
ECM-068360,0
ECM-068360,0
ECM-068360,0
ECM-068360,0
ECM-068360,0
ECM-068360,0
ECM-068360,0
ECM-068360,0
ECM-054817,1
ECM-054817,0
ECM-054817,0
ECM-054817,0
ECM-054817,0
ECM-054817,0
ECM-054817,0
ECM-054817,0
ECM-054817,0
ECM-054817,0
ECM-054817,0
ECM-054817,0
ECM-054817,0
ECM-054817,0
ECM-054817,0
ECM-054817,0
KDCONV-001269,1
KDCONV-001269,0
KDCONV-001269,0
KDCONV-001269,0
KDCONV-001269,0
KDCONV-001269,0
KDCONV-001269,0
KDCONV-001269,0
KDCONV-001269,0
KDCONV-001269,0
KDCONV-001269,0
KDCONV-001269,0
KDCONV-001269,0
KDCONV-001269,0
KDCONV-001269,0
KDCONV-001269,0
KDCONV-002196,1
KDCONV-002196,0
KDCONV-002196,0
KDCONV-002196,0
KDCONV-002196,0
KDCONV-002196,0
KDCONV-002196,0
