dialog_key,annot_relevant_mean,score_PMI_Pair,score_MINE_Pair,score_InfoNCE_Pair,score_PMI_Prompt,score_MINE_Prompt,score_InfoNCE_Prompt,score_KDE_Pair,score_KDE_Prompt
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.31694,19.95299,9.46875,3.0908298,14.411416,0.4982291,2.3105392,-0.78666055
human|zh/KdConv/KdConv-turn_eval.json,5.0,11.301026,19.727034,5.829036,1.5748096,-4.1621466,-2.0409076,2.467191,-0.27095902
human|zh/KdConv/KdConv-turn_eval.json,4.333333333333333,16.64881,19.729113,9.746784,2.1046786,-0.7846197,-5.608248,0.7771643,-0.5832188
human|zh/KdConv/KdConv-turn_eval.json,4.0,4.555201,-10.197933,-4.6381497,1.4963382,-10.56386,-6.4091086,-0.37057588,-0.3942728
human|zh/KdConv/KdConv-turn_eval.json,5.0,15.360792,19.838411,7.5974374,2.0622354,-14.453936,2.0602343,-0.047682066,-0.7706812
human|zh/KdConv/KdConv-turn_eval.json,5.0,-1.3627627,-8.061842,-4.988559,1.9630854,-13.675697,-5.1350946,0.25591993,-0.62325555
human|zh/KdConv/KdConv-turn_eval.json,5.0,3.9753463,15.69819,0.091963105,3.6711512,6.3811674,-1.0399683,0.90379333,0.25413355
human|zh/KdConv/KdConv-turn_eval.json,5.0,11.789018,19.810692,4.151697,3.6318212,12.932751,-0.38416255,1.0494004,0.032583684
human|zh/KdConv/KdConv-turn_eval.json,3.333333333333333,8.671983,19.54159,3.960724,1.6916728,-13.78875,-2.2308316,0.5984579,-0.62984216
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.120388,19.979927,14.1552725,4.8207865,16.690983,5.193487,1.1987205,-0.0016416092
human|zh/KdConv/KdConv-turn_eval.json,5.0,14.146807,19.910591,7.7370214,4.275971,8.304838,0.20437777,0.60262835,-0.010516602
human|zh/KdConv/KdConv-turn_eval.json,5.0,6.1625156,19.256203,6.6393895,5.5786495,16.139753,1.2288643,0.24669957,1.2591366
human|zh/KdConv/KdConv-turn_eval.json,4.666666666666667,3.872359,19.507381,8.448214,2.9379652,-0.89434004,-6.5629787,0.17900294,-0.42625785
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.064283,19.98968,14.266368,2.4067698,-11.150265,-4.861497,1.8957721,-0.23583765
human|zh/KdConv/KdConv-turn_eval.json,5.0,16.119534,19.979229,10.020179,5.9559226,17.891481,-0.93236256,1.1974843,0.21931857
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.202595,19.990166,12.71487,5.1072607,16.390343,-0.7225153,1.3973271,0.4944282
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.37275,19.957977,4.9535904,3.706671,14.280155,-3.6441712,1.9317248,0.20409642
human|zh/KdConv/KdConv-turn_eval.json,4.0,9.839648,19.656584,0.2684662,3.7436795,12.075802,-0.66804236,-0.42776328,-0.19026184
human|zh/KdConv/KdConv-turn_eval.json,5.0,11.815261,19.766075,2.7911792,4.360765,16.256296,-3.4906745,0.6669946,0.45997292
human|zh/KdConv/KdConv-turn_eval.json,5.0,15.991243,19.972115,11.716509,2.9092145,1.9892175,-3.4071064,1.3026482,-0.19964008
human|zh/KdConv/KdConv-turn_eval.json,5.0,14.581501,18.788929,4.37903,2.3737721,9.670656,-4.6545343,0.81152976,-0.521823
human|zh/KdConv/KdConv-turn_eval.json,5.0,8.931449,9.891943,4.5770965,3.6997678,14.4009285,-1.1053861,-0.44461054,0.0044051073
human|zh/KdConv/KdConv-turn_eval.json,5.0,9.88558,19.827824,4.9551463,2.7799778,10.04717,-3.5484858,1.6175615,-0.9505753
human|zh/KdConv/KdConv-turn_eval.json,5.0,16.753656,19.98419,5.7789526,2.1765566,4.427661,-3.7798095,2.6314604,-0.8014879
human|zh/KdConv/KdConv-turn_eval.json,5.0,-1.3490427,19.737503,2.3046288,5.248579,15.161329,-0.6952903,2.4650762,-0.15600851
human|zh/KdConv/KdConv-turn_eval.json,5.0,0.3120755,-6.289159,-7.811818,3.7378092,7.631195,-0.082542434,0.37099612,-0.2737427
human|zh/KdConv/KdConv-turn_eval.json,3.333333333333333,6.891985,15.904779,3.1240258,2.8765998,-8.057457,-1.0405009,0.18223615,-0.09037776
human|zh/KdConv/KdConv-turn_eval.json,5.0,15.080261,19.82907,-7.632315,2.8863633,-2.789886,0.13552138,1.8126346,-0.42621756
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.468178,19.983252,2.876004,4.1429396,17.419453,-0.9101231,1.975333,-0.88380814
human|zh/KdConv/KdConv-turn_eval.json,5.0,14.349186,19.449724,3.1624446,5.3585124,16.74374,3.9749382,0.63006985,0.1856128
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.385153,19.98988,12.593061,2.8752136,9.839771,1.0385729,1.1616719,-1.645534
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.259363,19.997171,10.235224,4.897218,17.285183,5.695141,2.8508916,0.09006057
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.94095,19.968998,13.185076,4.1868286,15.418627,5.241142,0.8626796,-0.85635304
human|zh/KdConv/KdConv-turn_eval.json,5.0,15.544495,19.984875,11.763969,3.2108212,-7.4461694,0.7439133,1.4120448,-0.34264478
