dialog_key,annot_engaging_mean,annot_overall_mean,annot_relevant_mean,score_PMI_Pair,score_MINE_Pair,score_InfoNCE_Pair,score_PMI_Prompt,score_MINE_Prompt,score_InfoNCE_Prompt,score_KDE_Pair,score_KDE_Prompt
human|en/fed-turn/fed-turn_eval.json,1.8,2.6,1.8,-19.967669,-19.927921,-6.0030866,-1.3155584,-19.835077,-1.9382682,-0.99426854,-1.0015103
human|en/fed-turn/fed-turn_eval.json,1.8,3.4,2.0,-19.739187,1.4947246,6.8828063,-0.4070201,-18.657084,1.9367771,-1.1169993,-1.1170745
human|en/fed-turn/fed-turn_eval.json,1.4,3.6,2.0,-19.945757,-19.89061,-4.915717,-0.9043405,-19.570934,-4.881261,-0.8544076,-1.1184326
human|en/fed-turn/fed-turn_eval.json,1.2,3.2,2.0,-19.871967,-19.549171,-5.272362,0.84680027,-18.526857,2.1908693,-0.8095119,-0.87980133
human|en/fed-turn/fed-turn_eval.json,0.6,1.4,1.0,-19.854252,-19.77493,0.5874028,-0.631045,-19.584793,-4.236489,-0.8123454,-1.0454195
human|en/fed-turn/fed-turn_eval.json,1.8,3.2,1.8,-19.756975,-17.937576,2.8006804,3.3150558,3.5315766,8.950389,-0.6543807,-0.89321595
human|en/fed-turn/fed-turn_eval.json,1.8,2.6,1.6,-19.90794,-19.727175,-6.373698,0.3534405,-18.836063,0.21830294,-1.1314853,-0.95574796
human|en/fed-turn/fed-turn_eval.json,1.6,3.2,1.4,-19.825626,-19.848232,1.56976,0.40511203,-19.198627,3.017771,-0.8008229,-0.80453694
human|en/fed-turn/fed-turn_eval.json,0.2,0.2,0.2,-19.983643,-19.918976,-4.4553847,-0.99248517,-19.755384,-6.284134,-0.9760873,-1.3855743
human|en/fed-turn/fed-turn_eval.json,1.8,3.2,1.8,-19.826855,-19.76145,-1.2320964,-0.1426473,-19.19616,5.043399,-0.59897786,-0.9774621
human|en/fed-turn/fed-turn_eval.json,0.8,1.2,1.2,-19.96467,-19.769825,-4.3753467,-0.029670486,-18.907827,5.5730276,-0.85418147,-0.989443
human|en/fed-turn/fed-turn_eval.json,1.8,2.8,1.6,-19.693893,-19.260536,-0.93980634,-1.0143352,-19.832237,-5.594901,-0.553882,-1.0610214
human|en/fed-turn/fed-turn_eval.json,1.2,3.0,1.6,-19.986094,-19.994429,-7.025855,-1.0991094,-19.536516,-1.8016499,-1.4419742,-1.09488
human|en/fed-turn/fed-turn_eval.json,1.4,1.4,1.2,-19.983795,-19.081684,3.0608187,2.049583,-16.483688,0.313783,-0.9168371,-1.10388
human|en/fed-turn/fed-turn_eval.json,1.2,2.2,1.8,-19.955652,-19.59469,-5.8068233,-1.7795191,-19.756695,-13.262162,-0.8488821,-1.3698679
human|en/fed-turn/fed-turn_eval.json,1.4,2.4,1.8,-19.951752,-19.465899,-4.711241,2.5649407,-18.105131,3.8507974,-0.50250936,-0.8033073
human|en/fed-turn/fed-turn_eval.json,1.6,3.0,2.0,-19.901878,-19.967339,1.8425083,1.0689988,-17.53595,0.85833275,-0.7948882,-1.1166316
human|en/fed-turn/fed-turn_eval.json,0.8,1.6,0.8,-19.934204,-19.786203,-3.3036475,1.9522343,-15.18537,2.0829437,-0.7838854,-1.0348359
human|en/fed-turn/fed-turn_eval.json,1.8,3.8,2.0,-19.894972,-19.904097,-3.79877,1.9693352,-16.468956,6.154315,-1.0366646,-0.7798483
human|en/fed-turn/fed-turn_eval.json,1.0,2.6,1.8,-19.587069,-19.601782,-3.7947254,-0.027499244,-19.568146,3.0685794,-0.84748334,-0.961316
human|en/fed-turn/fed-turn_eval.json,1.6,3.6,2.0,-19.819828,-19.933838,-7.6529408,1.1513095,-18.31181,-8.194594,-1.0298545,-1.0666621
human|en/fed-turn/fed-turn_eval.json,1.4,3.4,1.8,-19.956184,-19.877953,1.7549015,0.18094134,-19.475935,-2.8466988,-0.8587002,-0.85096526
human|en/fed-turn/fed-turn_eval.json,1.2,3.2,1.8,-19.793493,-19.745146,-4.5133276,2.7707732,-14.753284,1.4708426,-1.0676404,-0.8425557
human|en/fed-turn/fed-turn_eval.json,2.0,3.6,2.0,-19.871727,-16.374403,4.860157,1.8645525,-16.604872,-0.9631809,-0.954543,-1.1156019
human|en/fed-turn/fed-turn_eval.json,2.0,3.6,2.0,-19.947441,-19.81279,-0.45821345,3.7245128,8.733366,11.746769,-0.69800264,-0.7484975
human|en/fed-turn/fed-turn_eval.json,1.2,1.6,1.0,-19.867119,-19.98965,-9.667971,0.32498148,-17.765812,-6.1499853,-1.077837,-1.1925663
human|en/fed-turn/fed-turn_eval.json,1.6,2.8,1.8,-19.96796,-19.993526,-7.9329224,-0.48396292,-19.46718,-1.0040568,-1.3114445,-1.1740907
human|en/fed-turn/fed-turn_eval.json,2.0,3.6,2.0,-19.893911,-2.1747503,0.5106535,0.05219579,-19.405529,-0.84814906,-0.699232,-0.9284642
human|en/fed-turn/fed-turn_eval.json,1.0,2.2,1.0,-19.832415,-6.9604235,6.8010464,2.0328953,-16.16676,-1.7491728,0.24980158,-0.79039776
human|en/fed-turn/fed-turn_eval.json,0.6,1.4,0.6,-19.963785,-19.9963,-9.611827,-1.8967483,-19.953955,-4.7800245,-1.3448545,-1.1020601
human|en/fed-turn/fed-turn_eval.json,2.0,3.4,1.6,-19.960106,-15.074843,-3.819962,-1.2672589,-19.508343,-3.9569683,-0.8642557,-1.0648539
human|en/fed-turn/fed-turn_eval.json,2.0,3.6,2.0,-19.975773,-12.561502,-1.572637,1.1417531,-18.445858,2.6471045,-0.81577826,-0.9643131
human|en/fed-turn/fed-turn_eval.json,2.0,2.8,1.8,-19.92278,-5.5201464,-2.299529,1.1063354,-18.077396,1.6081216,-0.7024158,-1.0027311
human|en/fed-turn/fed-turn_eval.json,2.0,3.8,2.0,-19.945396,-19.688786,0.6293857,2.5468307,-16.825598,5.128975,-0.749403,-0.91749144
human|en/fed-turn/fed-turn_eval.json,1.8,3.6,2.0,-19.608662,-19.553364,-7.141314,1.1352488,-13.5695915,3.237483,-0.5276114,-0.81043226
human|en/fed-turn/fed-turn_eval.json,1.8,3.6,2.0,-19.964224,-13.610963,-1.9325851,-2.0896375,-19.757845,-9.297737,-0.79609215,-1.3723811
human|en/fed-turn/fed-turn_eval.json,1.8,2.4,1.8,-19.987904,-19.975132,-3.4941087,2.2891212,-16.636805,7.9968996,-1.2107646,-1.0469812
human|en/fed-turn/fed-turn_eval.json,1.8,2.6,2.0,-19.887053,-19.773413,2.5623364,1.6323764,-17.60094,6.742434,-0.68155766,-0.78532076
human|en/fed-turn/fed-turn_eval.json,1.4,3.0,1.8,-19.87232,-19.989279,-2.1840377,2.2567663,-17.267153,5.182007,-0.974043,-0.82222366
human|en/fed-turn/fed-turn_eval.json,0.8,1.4,1.0,-19.6621,-16.636694,-0.76256996,3.1249256,-16.417236,4.031882,-0.49770847,-0.80976313
human|en/fed-turn/fed-turn_eval.json,1.4,2.8,2.0,-19.980228,-19.514587,1.5517555,0.84002006,-17.624878,-1.10302,-0.8811779,-0.96936744
human|en/fed-turn/fed-turn_eval.json,0.8,2.6,1.8,-19.84854,-16.892778,3.1437743,2.3059788,-13.109198,8.075162,-0.8312426,-0.50079906
human|en/fed-turn/fed-turn_eval.json,1.8,3.0,1.8,-19.950851,-19.966824,-7.347588,0.8916817,-18.95069,1.0404129,-1.1632282,-0.9061388
human|en/fed-turn/fed-turn_eval.json,1.8,2.8,1.8,-19.979877,3.775041,-0.66023123,-0.9071546,-19.57939,-2.2755988,-1.0763533,-1.1425346
human|en/fed-turn/fed-turn_eval.json,1.2,2.6,1.8,-19.948095,-19.796541,-4.168948,3.030233,-0.16562888,0.5431115,-0.9318553,-1.0805521
human|en/fed-turn/fed-turn_eval.json,1.4,3.0,1.4,-19.838533,-19.97759,-8.982481,0.67221487,-17.425331,4.2682266,-0.6092632,-0.99493617
human|en/fed-turn/fed-turn_eval.json,0.8,2.6,1.4,-19.889433,-19.912506,-2.4449263,2.3093643,-14.869317,6.1443386,-0.64023614,-0.9287697
human|en/fed-turn/fed-turn_eval.json,1.4,3.0,1.6,-19.871191,0.83789504,3.6199946,0.8871141,-18.277126,-5.0373554,-0.8972732,-1.0029775
human|en/fed-turn/fed-turn_eval.json,1.6,3.0,1.8,-19.884651,-19.631336,4.9696236,1.4017485,-17.983305,-1.8540194,-0.6276165,-1.1026305
human|en/fed-turn/fed-turn_eval.json,1.4,3.0,1.6,-19.948757,-19.883045,-2.0864162,1.4170408,-19.28344,-2.9284663,-0.85974354,-1.0740074
human|en/fed-turn/fed-turn_eval.json,1.6,3.4,1.8,-19.893934,-19.97194,0.03511794,0.047366768,-19.091656,-0.3901084,-0.69852924,-1.3015785
human|en/fed-turn/fed-turn_eval.json,1.8,3.2,1.8,-19.946163,-18.75642,1.4061195,1.3859212,-18.7866,-4.601228,-0.68628997,-0.9795091
human|en/fed-turn/fed-turn_eval.json,1.6,1.8,1.4,-19.871176,-19.606081,-10.227503,0.030134387,-16.705563,0.83134055,-1.0006717,-1.06574
human|en/fed-turn/fed-turn_eval.json,1.8,2.6,0.8,-19.960247,-19.959879,-1.0566525,-1.3550037,-19.495832,-7.680869,-1.0419147,-1.2620413
human|en/fed-turn/fed-turn_eval.json,1.0,0.6,0.2,-19.88541,-10.381208,2.781625,-2.2167387,-19.76831,-6.511578,-0.8836103,-1.5357617
human|en/fed-turn/fed-turn_eval.json,1.0,0.8,0.4,-19.957493,-19.914738,-2.4596524,-0.80609035,-18.825796,1.745188,-0.91081434,-1.2332097
human|en/fed-turn/fed-turn_eval.json,1.2,1.0,1.0,-19.967329,-19.952509,-5.7946835,-1.7065299,-19.551064,-5.876421,-0.97501767,-1.4049617
human|en/fed-turn/fed-turn_eval.json,1.8,3.2,2.0,-19.861723,-19.424683,-2.6718192,1.7407534,-18.808147,1.7442455,-0.9515679,-0.77949667
human|en/fed-turn/fed-turn_eval.json,0.8,2.6,1.8,-19.8878,-19.997206,-9.181601,2.349895,-17.177078,3.0678775,-0.96288526,-0.9757585
human|en/fed-turn/fed-turn_eval.json,1.4,2.4,1.8,-19.799679,11.252384,4.3436613,-0.16831443,-19.458359,-7.9358063,-0.68937165,-0.8889441
