x_id,y_id,p_xy,p_x,p_y,is_positive
3,3,0.0765850380316523,0.0847546143485276,0.0797053728570487,1
3,13,0.0009074621157041,0.0847546143485276,0.1553515373122852,0
3,18,0.0003788836184749,0.0847546143485276,0.0159337314863547,0
3,3,0.0765850380316523,0.0847546143485276,0.0797053728570487,0
3,1,0.0001216839219192,0.0847546143485276,0.0467281685288827,0
3,3,0.0765850380316523,0.0847546143485276,0.0797053728570487,0
3,6,0.0001646881949053,0.0847546143485276,0.0029092005585248,0
3,12,7.287643899998501e-06,0.0847546143485276,0.0235523905654377,0
3,14,0.0028727141277858,0.0847546143485276,0.1122002093509838,0
3,15,0.0004827070839554,0.0847546143485276,0.0782536493135677,0
3,4,0.000125456515273,0.0847546143485276,0.0106400971924061,0
3,14,0.0028727141277858,0.0847546143485276,0.1122002093509838,0
3,15,0.0004827070839554,0.0847546143485276,0.0782536493135677,0
3,15,0.0004827070839554,0.0847546143485276,0.0782536493135677,0
3,7,0.0005617371517403,0.0847546143485276,0.1603112088778384,0
3,12,7.287643899998501e-06,0.0847546143485276,0.0235523905654377,0
12,12,0.022814930418215,0.0429278042905831,0.0235523905654377,1
12,3,0.0005144164379309,0.0429278042905831,0.0797053728570487,0
12,11,2.5943794842888728e-05,0.0429278042905831,0.1039303610245043,0
12,11,2.5943794842888728e-05,0.0429278042905831,0.1039303610245043,0
12,8,0.0012622901522064,0.0429278042905831,0.0991221014669923,0
12,5,0.0026544581249954,0.0429278042905831,0.0461584829273976,0
12,15,0.0020339672988644,0.0429278042905831,0.0782536493135677,0
12,3,0.0005144164379309,0.0429278042905831,0.0797053728570487,0
12,14,0.0049838010429414,0.0429278042905831,0.1122002093509838,0
12,1,0.0001411912717306,0.0429278042905831,0.0467281685288827,0
12,13,0.0050631021629898,0.0429278042905831,0.1553515373122852,0
12,11,2.5943794842888728e-05,0.0429278042905831,0.1039303610245043,0
12,13,0.0050631021629898,0.0429278042905831,0.1553515373122852,0
12,13,0.0050631021629898,0.0429278042905831,0.1553515373122852,0
12,12,0.022814930418215,0.0429278042905831,0.0235523905654377,0
12,8,0.0012622901522064,0.0429278042905831,0.0991221014669923,0
13,13,0.1284215070066767,0.1296827869100335,0.1553515373122852,1
13,18,0.000129172668246,0.1296827869100335,0.0159337314863547,0
13,13,0.1284215070066767,0.1296827869100335,0.1553515373122852,0
13,14,3.664304303091303e-05,0.1296827869100335,0.1122002093509838,0
13,8,8.899588328892666e-05,0.1296827869100335,0.0991221014669923,0
13,11,3.34834550779156e-05,0.1296827869100335,0.1039303610245043,0
13,11,3.34834550779156e-05,0.1296827869100335,0.1039303610245043,0
13,7,0.0001043771840209,0.1296827869100335,0.1603112088778384,0
13,7,0.0001043771840209,0.1296827869100335,0.1603112088778384,0
13,3,3.0184355482403863e-05,0.1296827869100335,0.0797053728570487,0
13,13,0.1284215070066767,0.1296827869100335,0.1553515373122852,0
13,11,3.34834550779156e-05,0.1296827869100335,0.1039303610245043,0
13,8,8.899588328892666e-05,0.1296827869100335,0.0991221014669923,0
13,8,8.899588328892666e-05,0.1296827869100335,0.0991221014669923,0
13,8,8.899588328892666e-05,0.1296827869100335,0.0991221014669923,0
13,14,3.664304303091303e-05,0.1296827869100335,0.1122002093509838,0
11,11,0.1026211322283807,0.122634290714704,0.1039303610245043,1
11,3,0.0001487476675978,0.122634290714704,0.0797053728570487,0
11,3,0.0001487476675978,0.122634290714704,0.0797053728570487,0
11,5,0.0001917435611044,0.122634290714704,0.0461584829273976,0
11,13,0.0037153930930899,0.122634290714704,0.1553515373122852,0
11,8,0.0008920739774258,0.122634290714704,0.0991221014669923,0
11,15,0.0029932777666524,0.122634290714704,0.0782536493135677,0
