dialog_key,is_positive
TPCCHT-003489,1
TPCCHT-003489,0
TPCCHT-003489,0
TPCCHT-003489,0
TPCCHT-003489,0
TPCCHT-003489,0
TPCCHT-003489,0
TPCCHT-003489,0
TPCCHT-003489,0
TPCCHT-003489,0
TPCCHT-003489,0
TPCCHT-003489,0
TPCCHT-003489,0
TPCCHT-003489,0
TPCCHT-003489,0
TPCCHT-003489,0
METALW-009047,1
METALW-009047,0
METALW-009047,0
METALW-009047,0
METALW-009047,0
METALW-009047,0
METALW-009047,0
METALW-009047,0
METALW-009047,0
METALW-009047,0
METALW-009047,0
METALW-009047,0
METALW-009047,0
METALW-009047,0
METALW-009047,0
METALW-009047,0
TPCCHT-000457,1
TPCCHT-000457,0
TPCCHT-000457,0
TPCCHT-000457,0
TPCCHT-000457,0
TPCCHT-000457,0
TPCCHT-000457,0
TPCCHT-000457,0
TPCCHT-000457,0
TPCCHT-000457,0
TPCCHT-000457,0
TPCCHT-000457,0
TPCCHT-000457,0
TPCCHT-000457,0
TPCCHT-000457,0
TPCCHT-000457,0
MOVDIC-055944,1
MOVDIC-055944,0
MOVDIC-055944,0
MOVDIC-055944,0
MOVDIC-055944,0
MOVDIC-055944,0
MOVDIC-055944,0
MOVDIC-055944,0
MOVDIC-055944,0
MOVDIC-055944,0
MOVDIC-055944,0
MOVDIC-055944,0
MOVDIC-055944,0
MOVDIC-055944,0
MOVDIC-055944,0
MOVDIC-055944,0
METALW-029324,1
METALW-029324,0
METALW-029324,0
METALW-029324,0
METALW-029324,0
METALW-029324,0
METALW-029324,0
METALW-029324,0
METALW-029324,0
METALW-029324,0
METALW-029324,0
METALW-029324,0
METALW-029324,0
METALW-029324,0
METALW-029324,0
METALW-029324,0
METALW-000624,1
METALW-000624,0
METALW-000624,0
METALW-000624,0
METALW-000624,0
METALW-000624,0
METALW-000624,0
METALW-000624,0
METALW-000624,0
METALW-000624,0
METALW-000624,0
METALW-000624,0
METALW-000624,0
METALW-000624,0
METALW-000624,0
METALW-000624,0
DECODE-001852,1
DECODE-001852,0
DECODE-001852,0
DECODE-001852,0
DECODE-001852,0
DECODE-001852,0
DECODE-001852,0
DECODE-001852,0
DECODE-001852,0
DECODE-001852,0
DECODE-001852,0
DECODE-001852,0
DECODE-001852,0
DECODE-001852,0
DECODE-001852,0
DECODE-001852,0
HOLLED-007221,1
HOLLED-007221,0
HOLLED-007221,0
HOLLED-007221,0
HOLLED-007221,0
HOLLED-007221,0
HOLLED-007221,0
HOLLED-007221,0
HOLLED-007221,0
HOLLED-007221,0
HOLLED-007221,0
HOLLED-007221,0
HOLLED-007221,0
HOLLED-007221,0
HOLLED-007221,0
HOLLED-007221,0
PERCHT-010897,1
PERCHT-010897,0
PERCHT-010897,0
PERCHT-010897,0
PERCHT-010897,0
PERCHT-010897,0
PERCHT-010897,0
PERCHT-010897,0
PERCHT-010897,0
PERCHT-010897,0
PERCHT-010897,0
PERCHT-010897,0
PERCHT-010897,0
PERCHT-010897,0
PERCHT-010897,0
PERCHT-010897,0
WOWIKI-011386,1
WOWIKI-011386,0
WOWIKI-011386,0
WOWIKI-011386,0
WOWIKI-011386,0
WOWIKI-011386,0
WOWIKI-011386,0
WOWIKI-011386,0
WOWIKI-011386,0
WOWIKI-011386,0
WOWIKI-011386,0
WOWIKI-011386,0
WOWIKI-011386,0
WOWIKI-011386,0
WOWIKI-011386,0
WOWIKI-011386,0
HOLLED-008975,1
HOLLED-008975,0
HOLLED-008975,0
HOLLED-008975,0
HOLLED-008975,0
HOLLED-008975,0
HOLLED-008975,0
HOLLED-008975,0
HOLLED-008975,0
HOLLED-008975,0
HOLLED-008975,0
HOLLED-008975,0
HOLLED-008975,0
HOLLED-008975,0
HOLLED-008975,0
HOLLED-008975,0
METALW-019540,1
METALW-019540,0
METALW-019540,0
METALW-019540,0
METALW-019540,0
METALW-019540,0
METALW-019540,0
METALW-019540,0
METALW-019540,0
METALW-019540,0
METALW-019540,0
METALW-019540,0
METALW-019540,0
METALW-019540,0
METALW-019540,0
METALW-019540,0
MOVDIC-033356,1
MOVDIC-033356,0
MOVDIC-033356,0
MOVDIC-033356,0
MOVDIC-033356,0
MOVDIC-033356,0
MOVDIC-033356,0
MOVDIC-033356,0
MOVDIC-033356,0
MOVDIC-033356,0
MOVDIC-033356,0
MOVDIC-033356,0
MOVDIC-033356,0
MOVDIC-033356,0
MOVDIC-033356,0
MOVDIC-033356,0
WOCHAT-000336,1
WOCHAT-000336,0
WOCHAT-000336,0
WOCHAT-000336,0
WOCHAT-000336,0
WOCHAT-000336,0
